"county_id","county_name","district_id","district_name","line_no","account","line_desc","amount_1","amount_2","amount_3"
05,"Burlington",4320,"Rancocas Valley Regional",710,"'","Adjustment for Prior Year Encumbrances",0.00,132007.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",715,"'","Actual Revenues (Over)/Under Expenditures",902805.00,0.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",720,"'","Total Operating Budget",40267639.00,42174265.00,49154186.00
05,"Burlington",4320,"Rancocas Valley Regional",737,"'20-1760","Student Activity Fund Revenue",1368577.00,0.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",738,"'20-1770","Scholarship Fund Revenue",11313.00,0.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",740,"'20-1XXX","Other Revenue from Local Sources",22557.00,61162.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",745,"'20-1XXX","Total Revenues from Local Sources",1402447.00,61162.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",775,"'20-4411-4416","Title I",240207.00,369537.00,222000.00
05,"Burlington",4320,"Rancocas Valley Regional",780,"'20-4451-4455","Title II",57934.00,51386.00,32868.00
05,"Burlington",4320,"Rancocas Valley Regional",785,"'20-4491-4494","Title III",3495.00,4233.00,3000.00
05,"Burlington",4320,"Rancocas Valley Regional",790,"'20-4471-4474","Title IV",16023.00,18537.00,12975.00
05,"Burlington",4320,"Rancocas Valley Regional",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",540722.00,541104.00,378773.00
05,"Burlington",4320,"Rancocas Valley Regional",806,"'20-4541","Arp ESSER Subgrant-Accelerated Learning Coaching and Educator Support Grant",105199.00,55963.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",807,"'20-4542","Arp ESSER Subgrant-Evidence-Based Summer Learning and Enrichment Activities Grant",5442.00,34558.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",808,"'20-4543","Arp ESSER Subgrant-Evidence-Based Comprehensive Beyond the School Day Activities Grant",37705.00,2295.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",809,"'20-4544","Arp ESSER Subgrant-New Jersey Tiered System of Supports (Njtss) Mental Health Support Staffing Gra",54595.00,0.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",814,"'20-4540","Arp-ESSER",453409.00,0.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",827,"'20-4537","Additional Or Compensatory Special Education and Related Services (Acsers)",225481.00,0.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",830,"'","Total Revenues from Federal Sources",1740212.00,1077613.00,649616.00
05,"Burlington",4320,"Rancocas Valley Regional",837,"'","Actual Revenues (Over)/Under Expenditures-Student Activity Fund",-8179.00,0.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",838,"'","Actual Revenues (Over)/Under Expenditures-Scholarship Fund",-2813.00,0.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",840,"'","Total Grants and Entitlements",3131667.00,1138775.00,649616.00
05,"Burlington",4320,"Rancocas Valley Regional",845,"'40-5200","Transfers from Other Funds",21259.00,0.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",860,"'40-1210","Local Tax Levy",1565426.00,1633161.00,1639323.00
05,"Burlington",4320,"Rancocas Valley Regional",885,"'","Total Revenues from Local Sources",1565426.00,1633161.00,1639323.00
05,"Burlington",4320,"Rancocas Valley Regional",890,"'40-3160","Debt Service Aid Type II",1072330.00,1074523.00,1077610.00
05,"Burlington",4320,"Rancocas Valley Regional",892,"'40-303","Budgeted Fund Balance",0.00,21435.00,21261.00
05,"Burlington",4320,"Rancocas Valley Regional",895,"'","Total Local Repayment of Debt",2659015.00,2729119.00,2738194.00
05,"Burlington",4320,"Rancocas Valley Regional",930,"'","Actual Revenues (Over)/Under Expenditures",62854.00,0.00,0.00
05,"Burlington",4320,"Rancocas Valley Regional",935,"'","Total Repayment of Debt",2721869.00,2729119.00,2738194.00
05,"Burlington",4320,"Rancocas Valley Regional",1000,"'","Total Revenues/Sources",46121175.00,46042159.00,52541996.00
05,"Burlington",4320,"Rancocas Valley Regional",1010,"'","Total Revenues/Sources Net of Transfers",46121175.00,46042159.00,52541996.00
05,"Burlington",4450,"Riverside Twp",100,"'10-1210","Local Tax Levy-Base Budget",8653139.00,8653139.00,8717927.00
05,"Burlington",4450,"Riverside Twp",114,"'10-121x","Total Tax Levy",8653139.00,8653139.00,8717927.00
05,"Burlington",4450,"Riverside Twp",190,"'10-1300","Total Tuition",2000036.00,1765023.00,1806500.00
05,"Burlington",4450,"Riverside Twp",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",0.00,2500.00,2500.00
05,"Burlington",4450,"Riverside Twp",330,"'10-1XXX","Interest Earned on Maintenance Reserve",656.00,50.00,50.00
05,"Burlington",4450,"Riverside Twp",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",8883.00,100.00,100.00
05,"Burlington",4450,"Riverside Twp",350,"'10-1XXX","Other Restricted Miscellaneous Revenues / Paycheck Protection Program (Apssds Only)",448140.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",370,"'","Total Revenues from Local Sources",11110854.00,10420812.00,10527077.00
05,"Burlington",4450,"Riverside Twp",420,"'10-3121","Categorical Transportation Aid",187558.00,187558.00,171245.00
05,"Burlington",4450,"Riverside Twp",430,"'10-3131","Extraordinary Aid",386374.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",440,"'10-3132","Categorical Special Education Aid",827038.00,1665420.00,1901208.00
05,"Burlington",4450,"Riverside Twp",460,"'10-3176","Equalization Aid",20015100.00,24529581.00,25932787.00
05,"Burlington",4450,"Riverside Twp",470,"'10-3177","Categorical Security Aid",439613.00,615660.00,612871.00
05,"Burlington",4450,"Riverside Twp",500,"'10-3XXX","Other State Aids",337792.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",520,"'","Total Revenues from State Sources",22193475.00,26998219.00,28618111.00
05,"Burlington",4450,"Riverside Twp",540,"'10-4200","Medicaid Reimbursement",0.00,45225.00,8815.00
05,"Burlington",4450,"Riverside Twp",541,"'10-4210","Ffcra/SEMI and ARRA/SEMI Revenue",49162.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",570,"'","Total Revenues from Federal Sources",49162.00,45225.00,8815.00
05,"Burlington",4450,"Riverside Twp",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,3501646.00,4687671.00
05,"Burlington",4450,"Riverside Twp",620,"'10-309","Withdrawal from Capital Reserve for Excess Cost and Other Capital Projects",0.00,124806.00,0.00
05,"Burlington",4450,"Riverside Twp",715,"'","Actual Revenues (Over)/Under Expenditures",-3768353.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",720,"'","Total Operating Budget",29585138.00,41090708.00,43841674.00
05,"Burlington",4450,"Riverside Twp",737,"'20-1760","Student Activity Fund Revenue",282811.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",738,"'20-1770","Scholarship Fund Revenue",10490.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",745,"'20-1XXX","Total Revenues from Local Sources",293301.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",755,"'20-3218","Preschool Education Aid-Prior Year Carryover",0.00,323773.00,13256.00
05,"Burlington",4450,"Riverside Twp",760,"'20-3218","Preschool Education Aid",740009.00,965744.00,1840677.00
05,"Burlington",4450,"Riverside Twp",761,"'20-3257","Sda Emergent Needs and Capital Maintenance In School Districts",35416.00,5890.00,0.00
05,"Burlington",4450,"Riverside Twp",762,"'20-3212","Nonpublic Teacher Stem Grant",10359.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",770,"'","Total Revenues from State Sources",785784.00,1295407.00,1853933.00
05,"Burlington",4450,"Riverside Twp",775,"'20-4411-4416","Title I",674107.00,484270.00,363203.00
05,"Burlington",4450,"Riverside Twp",780,"'20-4451-4455","Title II",47092.00,76522.00,57392.00
05,"Burlington",4450,"Riverside Twp",785,"'20-4491-4494","Title III",62598.00,88344.00,66258.00
05,"Burlington",4450,"Riverside Twp",802,"'20-4548","Arp-State Fiscal Recovery Funds",0.00,0.00,948169.00
05,"Burlington",4450,"Riverside Twp",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",454175.00,450164.00,337623.00
05,"Burlington",4450,"Riverside Twp",806,"'20-4541","Arp ESSER Subgrant-Accelerated Learning Coaching and Educator Support Grant",45116.00,11180.00,0.00
05,"Burlington",4450,"Riverside Twp",807,"'20-4542","Arp ESSER Subgrant-Evidence-Based Summer Learning and Enrichment Activities Grant",24065.00,7979.00,0.00
05,"Burlington",4450,"Riverside Twp",808,"'20-4543","Arp ESSER Subgrant-Evidence-Based Comprehensive Beyond the School Day Activities Grant",29158.00,5165.00,0.00
05,"Burlington",4450,"Riverside Twp",809,"'20-4544","Arp ESSER Subgrant-New Jersey Tiered System of Supports (Njtss) Mental Health Support Staffing Gra",12850.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",814,"'20-4540","Arp-ESSER",1771222.00,245592.00,0.00
05,"Burlington",4450,"Riverside Twp",823,"'20-4534","CRRSA Act-ESSER II",22943.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",824,"'20-4535","CRRSA Act-Learning Acceleration Grant",10222.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",825,"'20-4XXX","Other",88933.00,65937.00,0.00
05,"Burlington",4450,"Riverside Twp",828,"'20-4545","Arp Homeless Children and Youth I Grant",2673.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",829,"'20-4546","Arp Homeless Children and Youth II Grant",0.00,987.00,0.00
05,"Burlington",4450,"Riverside Twp",830,"'","Total Revenues from Federal Sources",3245154.00,1436140.00,1772645.00
05,"Burlington",4450,"Riverside Twp",837,"'","Actual Revenues (Over)/Under Expenditures-Student Activity Fund",30549.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",838,"'","Actual Revenues (Over)/Under Expenditures-Scholarship Fund",-3690.00,0.00,0.00
05,"Burlington",4450,"Riverside Twp",840,"'","Total Grants and Entitlements",4351098.00,2731547.00,3626578.00
05,"Burlington",4450,"Riverside Twp",860,"'40-1210","Local Tax Levy",652997.00,705308.00,688486.00
05,"Burlington",4450,"Riverside Twp",885,"'","Total Revenues from Local Sources",652997.00,705308.00,688486.00
05,"Burlington",4450,"Riverside Twp",890,"'40-3160","Debt Service Aid Type II",0.00,887707.00,449954.00
05,"Burlington",4450,"Riverside Twp",895,"'","Total Local Repayment of Debt",652997.00,1593015.00,1138440.00
05,"Burlington",4450,"Riverside Twp",935,"'","Total Repayment of Debt",652997.00,1593015.00,1138440.00
05,"Burlington",4450,"Riverside Twp",1000,"'","Total Revenues/Sources",34589233.00,45415270.00,48606692.00
05,"Burlington",4450,"Riverside Twp",1010,"'","Total Revenues/Sources Net of Transfers",34589233.00,45415270.00,48606692.00
05,"Burlington",4460,"Riverton",100,"'10-1210","Local Tax Levy-Base Budget",5878013.00,5995573.00,6260120.00
05,"Burlington",4460,"Riverton",114,"'10-121x","Total Tax Levy",5878013.00,5995573.00,6260120.00
05,"Burlington",4460,"Riverton",190,"'10-1300","Total Tuition",27179.00,25600.00,0.00
05,"Burlington",4460,"Riverton",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",29050.00,2000.00,2000.00
05,"Burlington",4460,"Riverton",330,"'10-1XXX","Interest Earned on Maintenance Reserve",200.00,50.00,50.00
05,"Burlington",4460,"Riverton",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",4890.00,250.00,250.00
05,"Burlington",4460,"Riverton",350,"'10-1XXX","Other Restricted Miscellaneous Revenues / Paycheck Protection Program (Apssds Only)",719.00,0.00,0.00
05,"Burlington",4460,"Riverton",370,"'","Total Revenues from Local Sources",5940051.00,6023473.00,6262420.00
05,"Burlington",4460,"Riverton",420,"'10-3121","Categorical Transportation Aid",19613.00,19613.00,26758.00
05,"Burlington",4460,"Riverton",430,"'10-3131","Extraordinary Aid",13726.00,0.00,0.00
05,"Burlington",4460,"Riverton",440,"'10-3132","Categorical Special Education Aid",204103.00,204103.00,338624.00
05,"Burlington",4460,"Riverton",460,"'10-3176","Equalization Aid",290931.00,174795.00,0.00
05,"Burlington",4460,"Riverton",470,"'10-3177","Categorical Security Aid",33553.00,33553.00,53720.00
05,"Burlington",4460,"Riverton",500,"'10-3XXX","Other State Aids",0.00,52261.00,0.00
05,"Burlington",4460,"Riverton",520,"'","Total Revenues from State Sources",561926.00,484325.00,419102.00
05,"Burlington",4460,"Riverton",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,372125.00,183764.00
05,"Burlington",4460,"Riverton",650,"'10-311","Withdrawal from Tuition Reserve for Excess Over Adjustments",0.00,92000.00,93000.00
05,"Burlington",4460,"Riverton",710,"'","Adjustment for Prior Year Encumbrances",0.00,7810.00,0.00
05,"Burlington",4460,"Riverton",715,"'","Actual Revenues (Over)/Under Expenditures",-60141.00,0.00,0.00
05,"Burlington",4460,"Riverton",720,"'","Total Operating Budget",6441836.00,6979733.00,6958286.00
05,"Burlington",4460,"Riverton",737,"'20-1760","Student Activity Fund Revenue",23233.00,5000.00,5000.00
05,"Burlington",4460,"Riverton",738,"'20-1770","Scholarship Fund Revenue",812.00,500.00,500.00
05,"Burlington",4460,"Riverton",745,"'20-1XXX","Total Revenues from Local Sources",24045.00,5500.00,5500.00
05,"Burlington",4460,"Riverton",760,"'20-3218","Preschool Education Aid",0.00,368568.00,429462.00
05,"Burlington",4460,"Riverton",761,"'20-3257","Sda Emergent Needs and Capital Maintenance In School Districts",0.00,19222.00,0.00
05,"Burlington",4460,"Riverton",765,"'20-32XX","Other Restricted Entitlements",9319.00,8963.00,8963.00
05,"Burlington",4460,"Riverton",770,"'","Total Revenues from State Sources",9319.00,396753.00,438425.00
05,"Burlington",4460,"Riverton",775,"'20-4411-4416","Title I",32955.00,44676.00,33508.00
05,"Burlington",4460,"Riverton",780,"'20-4451-4455","Title II",5665.00,9825.00,7369.00
05,"Burlington",4460,"Riverton",790,"'20-4471-4474","Title IV",9359.00,10641.00,7981.00
05,"Burlington",4460,"Riverton",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",82917.00,92313.00,69235.00
05,"Burlington",4460,"Riverton",806,"'20-4541","Arp ESSER Subgrant-Accelerated Learning Coaching and Educator Support Grant",25000.00,7759.00,0.00
05,"Burlington",4460,"Riverton",807,"'20-4542","Arp ESSER Subgrant-Evidence-Based Summer Learning and Enrichment Activities Grant",14520.00,9461.00,0.00
05,"Burlington",4460,"Riverton",808,"'20-4543","Arp ESSER Subgrant-Evidence-Based Comprehensive Beyond the School Day Activities Grant",20814.00,27013.00,0.00
05,"Burlington",4460,"Riverton",809,"'20-4544","Arp ESSER Subgrant-New Jersey Tiered System of Supports (Njtss) Mental Health Support Staffing Gra",24239.00,6983.00,0.00
05,"Burlington",4460,"Riverton",825,"'20-4XXX","Other",10178.00,19434.00,0.00
05,"Burlington",4460,"Riverton",826,"'20-4536","CRRSA Act-Mental Health Grant",1621.00,0.00,0.00
05,"Burlington",4460,"Riverton",830,"'","Total Revenues from Federal Sources",227268.00,228105.00,118093.00
05,"Burlington",4460,"Riverton",836,"'20-5200","Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenindergartenindergar",0.00,92142.00,47718.00
05,"Burlington",4460,"Riverton",837,"'","Actual Revenues (Over)/Under Expenditures-Student Activity Fund",864.00,0.00,0.00
05,"Burlington",4460,"Riverton",838,"'","Actual Revenues (Over)/Under Expenditures-Scholarship Fund",38.00,0.00,0.00
05,"Burlington",4460,"Riverton",840,"'","Total Grants and Entitlements",261534.00,722500.00,609736.00
05,"Burlington",4460,"Riverton",1000,"'","Total Revenues/Sources",6703370.00,7702233.00,7568022.00
05,"Burlington",4460,"Riverton",1002,"'20-5200","Deduct Transfer-Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenind",0.00,92142.00,47718.00
05,"Burlington",4460,"Riverton",1010,"'","Total Revenues/Sources Net of Transfers",6703370.00,7610091.00,7520304.00
05,"Burlington",4740,"Shamong Twp",100,"'10-1210","Local Tax Levy-Base Budget",10532632.00,10830355.00,11218081.00
05,"Burlington",4740,"Shamong Twp",114,"'10-121x","Total Tax Levy",10532632.00,10830355.00,11218081.00
05,"Burlington",4740,"Shamong Twp",190,"'10-1300","Total Tuition",20041.00,0.00,0.00
05,"Burlington",4740,"Shamong Twp",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",541920.00,353834.00,514787.00
05,"Burlington",4740,"Shamong Twp",330,"'10-1XXX","Interest Earned on Maintenance Reserve",50.00,14.00,0.00
05,"Burlington",4740,"Shamong Twp",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",150.00,150.00,150.00
05,"Burlington",4740,"Shamong Twp",370,"'","Total Revenues from Local Sources",11094793.00,11184353.00,11733018.00
05,"Burlington",4740,"Shamong Twp",420,"'10-3121","Categorical Transportation Aid",191437.00,191437.00,700314.00
05,"Burlington",4740,"Shamong Twp",430,"'10-3131","Extraordinary Aid",98991.00,80000.00,100000.00
05,"Burlington",4740,"Shamong Twp",440,"'10-3132","Categorical Special Education Aid",507214.00,507214.00,1326281.00
05,"Burlington",4740,"Shamong Twp",460,"'10-3176","Equalization Aid",2065493.00,1489080.00,0.00
05,"Burlington",4740,"Shamong Twp",470,"'10-3177","Categorical Security Aid",65308.00,65308.00,158853.00
05,"Burlington",4740,"Shamong Twp",500,"'10-3XXX","Other State Aids",20930.00,315386.00,0.00
05,"Burlington",4740,"Shamong Twp",520,"'","Total Revenues from State Sources",2949373.00,2648425.00,2285448.00
05,"Burlington",4740,"Shamong Twp",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,1518523.00,1198206.00
05,"Burlington",4740,"Shamong Twp",620,"'10-309","Withdrawal from Capital Reserve for Excess Cost and Other Capital Projects",0.00,50000.00,117559.00
05,"Burlington",4740,"Shamong Twp",625,"'10-317","Withdrawal from Capital Reserve for Transfer To Debt Service Fund",0.00,0.00,149983.00
05,"Burlington",4740,"Shamong Twp",630,"'10-310","Withdrawal from Maintenance Reserve",0.00,0.00,145106.00
05,"Burlington",4740,"Shamong Twp",660,"'10-312","Withdrawal from Current Expense Emergency Reserve",0.00,52000.00,148000.00
05,"Burlington",4740,"Shamong Twp",678,"'10-320","Withdrawal from Unemployment Fund Balance",0.00,40000.00,0.00
05,"Burlington",4740,"Shamong Twp",680,"'10-5200","Transfers from Other Funds",29835.00,0.00,0.00
05,"Burlington",4740,"Shamong Twp",710,"'","Adjustment for Prior Year Encumbrances",0.00,55508.00,0.00
05,"Burlington",4740,"Shamong Twp",715,"'","Actual Revenues (Over)/Under Expenditures",249329.00,0.00,0.00
05,"Burlington",4740,"Shamong Twp",720,"'","Total Operating Budget",14323330.00,15548809.00,15777320.00
05,"Burlington",4740,"Shamong Twp",737,"'20-1760","Student Activity Fund Revenue",56904.00,80101.00,20000.00
05,"Burlington",4740,"Shamong Twp",740,"'20-1XXX","Other Revenue from Local Sources",85320.00,27573.00,0.00
05,"Burlington",4740,"Shamong Twp",745,"'20-1XXX","Total Revenues from Local Sources",142224.00,107674.00,20000.00
05,"Burlington",4740,"Shamong Twp",761,"'20-3257","Sda Emergent Needs and Capital Maintenance In School Districts",15789.00,0.00,0.00
05,"Burlington",4740,"Shamong Twp",765,"'20-32XX","Other Restricted Entitlements",0.00,7842.00,0.00
05,"Burlington",4740,"Shamong Twp",770,"'","Total Revenues from State Sources",15789.00,7842.00,0.00
05,"Burlington",4740,"Shamong Twp",775,"'20-4411-4416","Title I",30468.00,30070.00,22552.00
05,"Burlington",4740,"Shamong Twp",780,"'20-4451-4455","Title II",9973.00,11736.00,8802.00
05,"Burlington",4740,"Shamong Twp",785,"'20-4491-4494","Title III",2022.00,2370.00,0.00
05,"Burlington",4740,"Shamong Twp",790,"'20-4471-4474","Title IV",10000.00,10000.00,7500.00
05,"Burlington",4740,"Shamong Twp",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",200718.00,192898.00,154318.00
05,"Burlington",4740,"Shamong Twp",806,"'20-4541","Arp ESSER Subgrant-Accelerated Learning Coaching and Educator Support Grant",4789.00,0.00,0.00
05,"Burlington",4740,"Shamong Twp",807,"'20-4542","Arp ESSER Subgrant-Evidence-Based Summer Learning and Enrichment Activities Grant",9884.00,0.00,0.00
05,"Burlington",4740,"Shamong Twp",808,"'20-4543","Arp ESSER Subgrant-Evidence-Based Comprehensive Beyond the School Day Activities Grant",17798.00,6343.00,0.00
05,"Burlington",4740,"Shamong Twp",809,"'20-4544","Arp ESSER Subgrant-New Jersey Tiered System of Supports (Njtss) Mental Health Support Staffing Gra",877.00,0.00,0.00
05,"Burlington",4740,"Shamong Twp",814,"'20-4540","Arp-ESSER",44682.00,1178.00,0.00
05,"Burlington",4740,"Shamong Twp",825,"'20-4XXX","Other",54869.00,0.00,0.00
05,"Burlington",4740,"Shamong Twp",830,"'","Total Revenues from Federal Sources",386080.00,254595.00,193172.00
05,"Burlington",4740,"Shamong Twp",837,"'","Actual Revenues (Over)/Under Expenditures-Student Activity Fund",-10755.00,0.00,0.00
05,"Burlington",4740,"Shamong Twp",840,"'","Total Grants and Entitlements",533338.00,370111.00,213172.00
05,"Burlington",4740,"Shamong Twp",855,"'40-5210","Transfers from Capital Reserve",0.00,0.00,149983.00
05,"Burlington",4740,"Shamong Twp",860,"'40-1210","Local Tax Levy",152088.00,155712.00,0.00
05,"Burlington",4740,"Shamong Twp",885,"'","Total Revenues from Local Sources",152088.00,155712.00,0.00
05,"Burlington",4740,"Shamong Twp",890,"'40-3160","Debt Service Aid Type II",35777.00,36628.00,35282.00
05,"Burlington",4740,"Shamong Twp",895,"'","Total Local Repayment of Debt",187865.00,192340.00,185265.00
05,"Burlington",4740,"Shamong Twp",935,"'","Total Repayment of Debt",187865.00,192340.00,185265.00
05,"Burlington",4740,"Shamong Twp",1000,"'","Total Revenues/Sources",15044533.00,16111260.00,16175757.00
05,"Burlington",4740,"Shamong Twp",1003,"'40-5210","Deduct Transfer-Transfers from Capital Reserve",0.00,0.00,149983.00
05,"Burlington",4740,"Shamong Twp",1010,"'","Total Revenues/Sources Net of Transfers",15044533.00,16111260.00,16025774.00
05,"Burlington",4930,"Southampton Twp",100,"'10-1210","Local Tax Levy-Base Budget",12495999.00,12745919.00,13000837.00
05,"Burlington",4930,"Southampton Twp",114,"'10-121x","Total Tax Levy",12495999.00,12745919.00,13000837.00
05,"Burlington",4930,"Southampton Twp",190,"'10-1300","Total Tuition",6000.00,4000.00,4416.00
05,"Burlington",4930,"Southampton Twp",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",358628.00,149500.00,254000.00
05,"Burlington",4930,"Southampton Twp",330,"'10-1XXX","Interest Earned on Maintenance Reserve",5000.00,9000.00,9000.00
05,"Burlington",4930,"Southampton Twp",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",5000.00,30000.00,30000.00
05,"Burlington",4930,"Southampton Twp",370,"'","Total Revenues from Local Sources",12870627.00,12938419.00,13298253.00
05,"Burlington",4930,"Southampton Twp",420,"'10-3121","Categorical Transportation Aid",420886.00,420886.00,359941.00
05,"Burlington",4930,"Southampton Twp",430,"'10-3131","Extraordinary Aid",239364.00,175000.00,239364.00
05,"Burlington",4930,"Southampton Twp",440,"'10-3132","Categorical Special Education Aid",489699.00,505731.00,892731.00
05,"Burlington",4930,"Southampton Twp",460,"'10-3176","Equalization Aid",278254.00,278254.00,0.00
05,"Burlington",4930,"Southampton Twp",470,"'10-3177","Categorical Security Aid",94037.00,94037.00,124170.00
05,"Burlington",4930,"Southampton Twp",500,"'10-3XXX","Other State Aids",18200.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",520,"'","Total Revenues from State Sources",1540440.00,1473908.00,1616206.00
05,"Burlington",4930,"Southampton Twp",540,"'10-4200","Medicaid Reimbursement",14860.00,27806.00,3014.00
05,"Burlington",4930,"Southampton Twp",570,"'","Total Revenues from Federal Sources",14860.00,27806.00,3014.00
05,"Burlington",4930,"Southampton Twp",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,1222690.00,1116907.00
05,"Burlington",4930,"Southampton Twp",620,"'10-309","Withdrawal from Capital Reserve for Excess Cost and Other Capital Projects",0.00,750000.00,0.00
05,"Burlington",4930,"Southampton Twp",625,"'10-317","Withdrawal from Capital Reserve for Transfer To Debt Service Fund",30188.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",680,"'10-5200","Transfers from Other Funds",846.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",710,"'","Adjustment for Prior Year Encumbrances",0.00,220847.00,0.00
05,"Burlington",4930,"Southampton Twp",715,"'","Actual Revenues (Over)/Under Expenditures",-103632.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",720,"'","Total Operating Budget",14353329.00,16633670.00,16034380.00
05,"Burlington",4930,"Southampton Twp",737,"'20-1760","Student Activity Fund Revenue",21133.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",738,"'20-1770","Scholarship Fund Revenue",12.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",740,"'20-1XXX","Other Revenue from Local Sources",61330.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",745,"'20-1XXX","Total Revenues from Local Sources",82475.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",760,"'20-3218","Preschool Education Aid",0.00,0.00,1192950.00
05,"Burlington",4930,"Southampton Twp",761,"'20-3257","Sda Emergent Needs and Capital Maintenance In School Districts",37747.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",770,"'","Total Revenues from State Sources",37747.00,0.00,1192950.00
05,"Burlington",4930,"Southampton Twp",775,"'20-4411-4416","Title I",71301.00,108693.00,92389.00
05,"Burlington",4930,"Southampton Twp",780,"'20-4451-4455","Title II",16910.00,18303.00,16000.00
05,"Burlington",4930,"Southampton Twp",790,"'20-4471-4474","Title IV",9881.00,10000.00,9000.00
05,"Burlington",4930,"Southampton Twp",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",227262.00,227262.00,210000.00
05,"Burlington",4930,"Southampton Twp",806,"'20-4541","Arp ESSER Subgrant-Accelerated Learning Coaching and Educator Support Grant",47528.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",807,"'20-4542","Arp ESSER Subgrant-Evidence-Based Summer Learning and Enrichment Activities Grant",10043.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",808,"'20-4543","Arp ESSER Subgrant-Evidence-Based Comprehensive Beyond the School Day Activities Grant",33966.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",809,"'20-4544","Arp ESSER Subgrant-New Jersey Tiered System of Supports (Njtss) Mental Health Support Staffing Gra",14193.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",814,"'20-4540","Arp-ESSER",153348.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",823,"'20-4534","CRRSA Act-ESSER II",9996.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",824,"'20-4535","CRRSA Act-Learning Acceleration Grant",6464.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",826,"'20-4536","CRRSA Act-Mental Health Grant",18022.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",830,"'","Total Revenues from Federal Sources",618914.00,364258.00,327389.00
05,"Burlington",4930,"Southampton Twp",836,"'20-5200","Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenindergartenindergar",0.00,0.00,238590.00
05,"Burlington",4930,"Southampton Twp",837,"'","Actual Revenues (Over)/Under Expenditures-Student Activity Fund",-9315.00,0.00,0.00
05,"Burlington",4930,"Southampton Twp",838,"'","Actual Revenues (Over)/Under Expenditures-Scholarship Fund",-12.00,0.00,0.00
