"county_id","county_name","district_id","district_name","line_desc","year_1","year_2","year_3","year_4","year_5"
07,"Camden",5035,"Sterling High School Dist","Total Budgetary Comparative Per Pupil Cost",17325,18720,20660,22007,22279
07,"Camden",5035,"Sterling High School Dist","Total Classroom Instruction",9562,10411,11138,11796,11999
07,"Camden",5035,"Sterling High School Dist","Classroom-Salaries and Benefits",8486,9070,9775,10310,10495
07,"Camden",5035,"Sterling High School Dist","Classroom-General Supplies and Textbooks",710,882,784,883,807
07,"Camden",5035,"Sterling High School Dist","Classroom-Purchased Services",367,459,579,603,697
07,"Camden",5035,"Sterling High School Dist","Total Support Services",2345,2419,2841,2970,3199
07,"Camden",5035,"Sterling High School Dist","Support Services-Salaries and Benefits",2136,2218,2521,2630,2856
07,"Camden",5035,"Sterling High School Dist","Total Administrative Costs",1904,2018,2124,2239,2202
07,"Camden",5035,"Sterling High School Dist","Administration Salaries and Benefits",1557,1630,1681,1775,1768
07,"Camden",5035,"Sterling High School Dist","Total Operations and Maintenance of Plant",2240,2526,2921,3199,3068
07,"Camden",5035,"Sterling High School Dist","Operations and Maintenance-Salaries and Benefits",1034,989,1143,1199,1299
07,"Camden",5035,"Sterling High School Dist","Board Contribution to Food Services",0,0,0,0,0
07,"Camden",5035,"Sterling High School Dist","Total Extracurricular Costs",1273,1346,1623,1747,1797
07,"Camden",5035,"Sterling High School Dist","Total Equipment Costs",0,33,194,217,453
07,"Camden",5035,"Sterling High School Dist","Legal Costs",53,56,45,48,36
07,"Camden",5035,"Sterling High School Dist","Employee Benefits as a percentage of salaries","28.13%","28.63%","31.36%","31.36%","31.09%"
07,"Camden",5080,"Stratford Boro","Total Budgetary Comparative Per Pupil Cost",16673,17305,20490,21114,21222
07,"Camden",5080,"Stratford Boro","Total Classroom Instruction",10255,10908,12090,12580,12585
07,"Camden",5080,"Stratford Boro","Classroom-Salaries and Benefits",9202,9609,10128,10312,10434
07,"Camden",5080,"Stratford Boro","Classroom-General Supplies and Textbooks",349,369,446,484,403
07,"Camden",5080,"Stratford Boro","Classroom-Purchased Services",704,930,1515,1783,1749
07,"Camden",5080,"Stratford Boro","Total Support Services",2706,2740,3576,3663,3823
07,"Camden",5080,"Stratford Boro","Support Services-Salaries and Benefits",2101,2178,2462,2518,2542
07,"Camden",5080,"Stratford Boro","Total Administrative Costs",1661,1619,1715,1891,1786
07,"Camden",5080,"Stratford Boro","Administration Salaries and Benefits",1421,1412,1491,1528,1575
07,"Camden",5080,"Stratford Boro","Total Operations and Maintenance of Plant",1811,1798,2437,2658,2694
07,"Camden",5080,"Stratford Boro","Operations and Maintenance-Salaries and Benefits",904,911,1111,1137,1118
07,"Camden",5080,"Stratford Boro","Board Contribution to Food Services",0,0,0,0,0
07,"Camden",5080,"Stratford Boro","Total Extracurricular Costs",183,178,240,247,253
07,"Camden",5080,"Stratford Boro","Total Equipment Costs",455,291,1043,1338,0
07,"Camden",5080,"Stratford Boro","Legal Costs",16,12,11,11,11
07,"Camden",5080,"Stratford Boro","Employee Benefits as a percentage of salaries","33.94%","33.91%","33.23%","33.33%","37.04%"
07,"Camden",5400,"Voorhees Twp","Total Budgetary Comparative Per Pupil Cost",16976,17800,18559,21008,18727
07,"Camden",5400,"Voorhees Twp","Total Classroom Instruction",11262,11668,12295,13974,12303
07,"Camden",5400,"Voorhees Twp","Classroom-Salaries and Benefits",9846,10078,10677,11786,10868
07,"Camden",5400,"Voorhees Twp","Classroom-General Supplies and Textbooks",575,485,736,1115,499
07,"Camden",5400,"Voorhees Twp","Classroom-Purchased Services",841,1105,881,1073,937
07,"Camden",5400,"Voorhees Twp","Total Support Services",2039,2412,2669,2949,2810
07,"Camden",5400,"Voorhees Twp","Support Services-Salaries and Benefits",1809,2180,2468,2716,2593
07,"Camden",5400,"Voorhees Twp","Total Administrative Costs",1597,1680,1533,1729,1547
07,"Camden",5400,"Voorhees Twp","Administration Salaries and Benefits",1167,1193,1158,1277,1184
07,"Camden",5400,"Voorhees Twp","Total Operations and Maintenance of Plant",1897,1825,1821,2088,1822
07,"Camden",5400,"Voorhees Twp","Operations and Maintenance-Salaries and Benefits",771,766,746,823,768
07,"Camden",5400,"Voorhees Twp","Board Contribution to Food Services",0,0,0,0,0
07,"Camden",5400,"Voorhees Twp","Total Extracurricular Costs",174,210,235,261,238
07,"Camden",5400,"Voorhees Twp","Total Equipment Costs",228,204,0,13,0
07,"Camden",5400,"Voorhees Twp","Legal Costs",39,43,27,36,33
07,"Camden",5400,"Voorhees Twp","Employee Benefits as a percentage of salaries","31.44%","33.44%","37.36%","37.24%","35.03%"
07,"Camden",5560,"Waterford Twp","Total Budgetary Comparative Per Pupil Cost",18306,19335,21172,21654,20795
07,"Camden",5560,"Waterford Twp","Total Classroom Instruction",10256,11189,12357,12305,11362
07,"Camden",5560,"Waterford Twp","Classroom-Salaries and Benefits",9886,10781,11776,11687,10882
07,"Camden",5560,"Waterford Twp","Classroom-General Supplies and Textbooks",261,279,408,421,332
07,"Camden",5560,"Waterford Twp","Classroom-Purchased Services",109,129,173,197,148
07,"Camden",5560,"Waterford Twp","Total Support Services",3983,4163,4630,4924,4921
07,"Camden",5560,"Waterford Twp","Support Services-Salaries and Benefits",3096,3297,3510,3828,3749
07,"Camden",5560,"Waterford Twp","Total Administrative Costs",2069,2088,2155,2206,2125
07,"Camden",5560,"Waterford Twp","Administration Salaries and Benefits",1707,1740,1810,1842,1754
07,"Camden",5560,"Waterford Twp","Total Operations and Maintenance of Plant",1993,1876,2006,2178,2339
07,"Camden",5560,"Waterford Twp","Operations and Maintenance-Salaries and Benefits",870,803,833,958,1046
07,"Camden",5560,"Waterford Twp","Board Contribution to Food Services",0,0,0,0,0
07,"Camden",5560,"Waterford Twp","Total Extracurricular Costs",0,8,16,20,17
07,"Camden",5560,"Waterford Twp","Total Equipment Costs",22,200,82,83,59
07,"Camden",5560,"Waterford Twp","Legal Costs",42,31,44,56,54
07,"Camden",5560,"Waterford Twp","Employee Benefits as a percentage of salaries","32.85%","33.91%","37.62%","37.43%","40.39%"
07,"Camden",5820,"Winslow Twp","Total Budgetary Comparative Per Pupil Cost",16270,15568,19742,19563,20059
07,"Camden",5820,"Winslow Twp","Total Classroom Instruction",9573,9714,11554,11371,11748
07,"Camden",5820,"Winslow Twp","Classroom-Salaries and Benefits",9049,9143,10230,10062,10238
07,"Camden",5820,"Winslow Twp","Classroom-General Supplies and Textbooks",248,231,501,520,538
07,"Camden",5820,"Winslow Twp","Classroom-Purchased Services",275,340,823,789,972
07,"Camden",5820,"Winslow Twp","Total Support Services",2741,2776,3462,3459,3483
07,"Camden",5820,"Winslow Twp","Support Services-Salaries and Benefits",2073,2064,2395,2371,2394
07,"Camden",5820,"Winslow Twp","Total Administrative Costs",1677,1603,1968,1984,1983
07,"Camden",5820,"Winslow Twp","Administration Salaries and Benefits",1409,1422,1544,1521,1543
07,"Camden",5820,"Winslow Twp","Total Operations and Maintenance of Plant",1840,999,2200,2198,2263
07,"Camden",5820,"Winslow Twp","Operations and Maintenance-Salaries and Benefits",72,81,130,128,130
07,"Camden",5820,"Winslow Twp","Board Contribution to Food Services",0,0,5,5,0
07,"Camden",5820,"Winslow Twp","Total Extracurricular Costs",287,283,322,320,332
07,"Camden",5820,"Winslow Twp","Total Equipment Costs",97,171,257,609,436
07,"Camden",5820,"Winslow Twp","Legal Costs",46,46,52,51,50
07,"Camden",5820,"Winslow Twp","Employee Benefits as a percentage of salaries","27.09%","27.89%","32.07%","32.18%","34.80%"
07,"Camden",5900,"Woodlynne Boro","Total Budgetary Comparative Per Pupil Cost",17419,19622,26187,27793,30184
07,"Camden",5900,"Woodlynne Boro","Total Classroom Instruction",9571,10689,15253,16158,17094
07,"Camden",5900,"Woodlynne Boro","Classroom-Salaries and Benefits",8788,10053,13676,14377,15367
07,"Camden",5900,"Woodlynne Boro","Classroom-General Supplies and Textbooks",687,508,1411,1607,1540
07,"Camden",5900,"Woodlynne Boro","Classroom-Purchased Services",96,128,166,174,188
07,"Camden",5900,"Woodlynne Boro","Total Support Services",4412,5304,6613,6939,7907
07,"Camden",5900,"Woodlynne Boro","Support Services-Salaries and Benefits",2981,2677,3479,3648,4516
07,"Camden",5900,"Woodlynne Boro","Total Administrative Costs",1806,1902,2219,2428,2427
07,"Camden",5900,"Woodlynne Boro","Administration Salaries and Benefits",1401,1431,1759,1881,1911
07,"Camden",5900,"Woodlynne Boro","Total Operations and Maintenance of Plant",1528,1619,1957,2115,2592
07,"Camden",5900,"Woodlynne Boro","Operations and Maintenance-Salaries and Benefits",748,841,795,834,1248
07,"Camden",5900,"Woodlynne Boro","Board Contribution to Food Services",0,0,0,0,0
07,"Camden",5900,"Woodlynne Boro","Total Extracurricular Costs",103,109,144,153,164
07,"Camden",5900,"Woodlynne Boro","Total Equipment Costs",248,84,118,124,0
07,"Camden",5900,"Woodlynne Boro","Legal Costs",12,22,36,75,39
07,"Camden",5900,"Woodlynne Boro","Employee Benefits as a percentage of salaries","47.35%","47.89%","42.78%","42.64%","48.68%"
09,"Cape May",0170,"Avalon Boro","Total Budgetary Comparative Per Pupil Cost",32305,29815,33875,33412,34071
09,"Cape May",0170,"Avalon Boro","Total Classroom Instruction",16930,16748,17882,17337,17828
09,"Cape May",0170,"Avalon Boro","Classroom-Salaries and Benefits",15433,15214,16062,15598,15855
09,"Cape May",0170,"Avalon Boro","Classroom-General Supplies and Textbooks",586,728,1041,976,979
09,"Cape May",0170,"Avalon Boro","Classroom-Purchased Services",911,805,778,762,994
09,"Cape May",0170,"Avalon Boro","Total Support Services",6223,4700,6414,6339,6378
09,"Cape May",0170,"Avalon Boro","Support Services-Salaries and Benefits",4665,3120,4286,4224,4266
09,"Cape May",0170,"Avalon Boro","Total Administrative Costs",2381,2268,2574,2717,2667
09,"Cape May",0170,"Avalon Boro","Administration Salaries and Benefits",1617,1584,1961,1920,1892
09,"Cape May",0170,"Avalon Boro","Total Operations and Maintenance of Plant",5380,4981,5529,5415,5628
09,"Cape May",0170,"Avalon Boro","Operations and Maintenance-Salaries and Benefits",2016,1817,1882,1842,1871
09,"Cape May",0170,"Avalon Boro","Board Contribution to Food Services",268,302,232,227,220
09,"Cape May",0170,"Avalon Boro","Total Extracurricular Costs",977,667,1078,1209,1170
09,"Cape May",0170,"Avalon Boro","Total Equipment Costs",0,0,947,1014,300
09,"Cape May",0170,"Avalon Boro","Legal Costs",229,245,105,186,127
09,"Cape May",0170,"Avalon Boro","Employee Benefits as a percentage of salaries","32.59%","34.70%","38.22%","38.14%","42.27%"
09,"Cape May",0710,"Cape May City","Total Budgetary Comparative Per Pupil Cost",24080,27059,31435,35898,32053
09,"Cape May",0710,"Cape May City","Total Classroom Instruction",15513,16453,17381,19678,17489
09,"Cape May",0710,"Cape May City","Classroom-Salaries and Benefits",13961,15296,15017,17202,15491
09,"Cape May",0710,"Cape May City","Classroom-General Supplies and Textbooks",1008,559,1440,1686,1294
09,"Cape May",0710,"Cape May City","Classroom-Purchased Services",544,598,923,790,704
09,"Cape May",0710,"Cape May City","Total Support Services",3422,4883,7285,8221,7413
09,"Cape May",0710,"Cape May City","Support Services-Salaries and Benefits",2439,3900,5422,6260,5822
09,"Cape May",0710,"Cape May City","Total Administrative Costs",1872,2190,2567,3180,2667
09,"Cape May",0710,"Cape May City","Administration Salaries and Benefits",1433,1550,1805,2058,1841
09,"Cape May",0710,"Cape May City","Total Operations and Maintenance of Plant",3098,3516,3993,4591,4253
09,"Cape May",0710,"Cape May City","Operations and Maintenance-Salaries and Benefits",1606,1409,1721,1873,1918
09,"Cape May",0710,"Cape May City","Board Contribution to Food Services",0,0,30,34,30
09,"Cape May",0710,"Cape May City","Total Extracurricular Costs",164,5,158,180,166
09,"Cape May",0710,"Cape May City","Total Equipment Costs",79,1194,71,82,147
09,"Cape May",0710,"Cape May City","Legal Costs",60,160,89,184,83
09,"Cape May",0710,"Cape May City","Employee Benefits as a percentage of salaries","29.43%","31.83%","32.54%","32.54%","38.44%"
09,"Cape May",0715,"Cape May Co Special Serv","Total Budgetary Comparative Per Pupil Cost",51017,53894,58670,59082,62303
09,"Cape May",0715,"Cape May Co Special Serv","Total Classroom Instruction",25211,27341,29742,29915,31396
09,"Cape May",0715,"Cape May Co Special Serv","Classroom-Salaries and Benefits",24104,26491,28607,28773,30434
09,"Cape May",0715,"Cape May Co Special Serv","Classroom-General Supplies and Textbooks",465,474,434,436,433
09,"Cape May",0715,"Cape May Co Special Serv","Classroom-Purchased Services",643,375,702,706,530
09,"Cape May",0715,"Cape May Co Special Serv","Total Support Services",11140,11804,12600,12674,14243
09,"Cape May",0715,"Cape May Co Special Serv","Support Services-Salaries and Benefits",10300,11030,11556,11623,12782
09,"Cape May",0715,"Cape May Co Special Serv","Total Administrative Costs",5994,5959,6336,6350,6447
09,"Cape May",0715,"Cape May Co Special Serv","Administration Salaries and Benefits",5010,4972,5231,5262,5306
09,"Cape May",0715,"Cape May Co Special Serv","Total Operations and Maintenance of Plant",8629,8746,9915,10049,10121
09,"Cape May",0715,"Cape May Co Special Serv","Operations and Maintenance-Salaries and Benefits",2845,3166,3549,3569,3891
09,"Cape May",0715,"Cape May Co Special Serv","Board Contribution to Food Services",0,0,0,0,0
09,"Cape May",0715,"Cape May Co Special Serv","Total Extracurricular Costs",0,0,0,0,0
09,"Cape May",0715,"Cape May Co Special Serv","Total Equipment Costs",987,114,1684,1728,1735
09,"Cape May",0715,"Cape May Co Special Serv","Legal Costs",65,64,69,70,88
09,"Cape May",0715,"Cape May Co Special Serv","Employee Benefits as a percentage of salaries","34.39%","36.81%","38.83%","38.78%","41.90%"
09,"Cape May",0720,"Cape May Co Vocational","Total Budgetary Comparative Per Pupil Cost",24107,23370,24916,23849,25072
09,"Cape May",0720,"Cape May Co Vocational","Total Classroom Instruction",12514,11943,12745,12195,12860
09,"Cape May",0720,"Cape May Co Vocational","Classroom-Salaries and Benefits",12024,11265,11848,11267,11947
09,"Cape May",0720,"Cape May Co Vocational","Classroom-General Supplies and Textbooks",384,511,680,670,640
09,"Cape May",0720,"Cape May Co Vocational","Classroom-Purchased Services",106,168,217,257,274
09,"Cape May",0720,"Cape May Co Vocational","Total Support Services",2579,2939,2976,2811,2855
09,"Cape May",0720,"Cape May Co Vocational","Support Services-Salaries and Benefits",2397,2787,2720,2546,2541
09,"Cape May",0720,"Cape May Co Vocational","Total Administrative Costs",3692,3454,3635,3503,3627
09,"Cape May",0720,"Cape May Co Vocational","Administration Salaries and Benefits",3057,2908,3007,2884,2963
09,"Cape May",0720,"Cape May Co Vocational","Total Operations and Maintenance of Plant",4463,4236,4587,4496,4761
09,"Cape May",0720,"Cape May Co Vocational","Operations and Maintenance-Salaries and Benefits",1550,1639,1834,1954,2303
09,"Cape May",0720,"Cape May Co Vocational","Board Contribution to Food Services",0,0,0,0,0
09,"Cape May",0720,"Cape May Co Vocational","Total Extracurricular Costs",690,780,966,850,988
09,"Cape May",0720,"Cape May Co Vocational","Total Equipment Costs",6,92,0,31,0
09,"Cape May",0720,"Cape May Co Vocational","Legal Costs",47,35,46,56,54
09,"Cape May",0720,"Cape May Co Vocational","Employee Benefits as a percentage of salaries","34.32%","34.75%","35.78%","36.01%","36.18%"
09,"Cape May",1080,"Dennis Twp","Total Budgetary Comparative Per Pupil Cost",16743,16697,18927,19266,20809
09,"Cape May",1080,"Dennis Twp","Total Classroom Instruction",9506,8903,10576,10656,12750
09,"Cape May",1080,"Dennis Twp","Classroom-Salaries and Benefits",9174,8656,10207,10149,11855
09,"Cape May",1080,"Dennis Twp","Classroom-General Supplies and Textbooks",162,69,257,250,714
09,"Cape May",1080,"Dennis Twp","Classroom-Purchased Services",171,179,112,258,181
09,"Cape May",1080,"Dennis Twp","Total Support Services",2738,3080,3227,3205,2920
09,"Cape May",1080,"Dennis Twp","Support Services-Salaries and Benefits",2558,2991,3029,2961,2326
09,"Cape May",1080,"Dennis Twp","Total Administrative Costs",1775,1826,2022,2054,1811
09,"Cape May",1080,"Dennis Twp","Administration Salaries and Benefits",1302,1393,1485,1482,1275
09,"Cape May",1080,"Dennis Twp","Total Operations and Maintenance of Plant",2137,2213,2443,2738,2502
09,"Cape May",1080,"Dennis Twp","Operations and Maintenance-Salaries and Benefits",885,993,968,966,1108
09,"Cape May",1080,"Dennis Twp","Board Contribution to Food Services",0,0,0,0,0
09,"Cape May",1080,"Dennis Twp","Total Extracurricular Costs",153,79,6,6,194
09,"Cape May",1080,"Dennis Twp","Total Equipment Costs",341,445,11,69,13
09,"Cape May",1080,"Dennis Twp","Legal Costs",77,46,57,57,57
09,"Cape May",1080,"Dennis Twp","Employee Benefits as a percentage of salaries","44.45%","51.89%","54.97%","54.07%","56.24%"
09,"Cape May",2820,"Lower Cape May Regional","Total Budgetary Comparative Per Pupil Cost",20439,21732,22919,24193,24214
09,"Cape May",2820,"Lower Cape May Regional","Total Classroom Instruction",11830,12728,13063,13429,13409
09,"Cape May",2820,"Lower Cape May Regional","Classroom-Salaries and Benefits",11448,12429,12706,13020,13017
09,"Cape May",2820,"Lower Cape May Regional","Classroom-General Supplies and Textbooks",344,262,290,337,329
09,"Cape May",2820,"Lower Cape May Regional","Classroom-Purchased Services",38,37,67,72,62
09,"Cape May",2820,"Lower Cape May Regional","Total Support Services",2067,2164,2369,2412,2538
09,"Cape May",2820,"Lower Cape May Regional","Support Services-Salaries and Benefits",1838,1922,2160,2189,2314
09,"Cape May",2820,"Lower Cape May Regional","Total Administrative Costs",2104,2225,2423,2573,2572
09,"Cape May",2820,"Lower Cape May Regional","Administration Salaries and Benefits",1597,1702,1799,1846,1900
09,"Cape May",2820,"Lower Cape May Regional","Total Operations and Maintenance of Plant",3260,3166,3690,4373,4092
09,"Cape May",2820,"Lower Cape May Regional","Operations and Maintenance-Salaries and Benefits",1437,1448,1626,1663,1765
09,"Cape May",2820,"Lower Cape May Regional","Board Contribution to Food Services",43,153,0,0,90
09,"Cape May",2820,"Lower Cape May Regional","Total Extracurricular Costs",885,981,1053,1076,1118
09,"Cape May",2820,"Lower Cape May Regional","Total Equipment Costs",480,1603,352,314,564
09,"Cape May",2820,"Lower Cape May Regional","Legal Costs",81,46,84,63,68
09,"Cape May",2820,"Lower Cape May Regional","Employee Benefits as a percentage of salaries","26.76%","29.25%","31.61%","31.68%","35.69%"
09,"Cape May",2840,"Lower Twp","Total Budgetary Comparative Per Pupil Cost",17544,16871,16787,19645,19138
09,"Cape May",2840,"Lower Twp","Total Classroom Instruction",9999,9512,9701,11203,10698
09,"Cape May",2840,"Lower Twp","Classroom-Salaries and Benefits",9623,9175,9344,10769,10228
09,"Cape May",2840,"Lower Twp","Classroom-General Supplies and Textbooks",254,276,284,327,384
09,"Cape May",2840,"Lower Twp","Classroom-Purchased Services",122,61,73,107,87
09,"Cape May",2840,"Lower Twp","Total Support Services",3444,3425,3221,3851,4101
09,"Cape May",2840,"Lower Twp","Support Services-Salaries and Benefits",3108,3066,2918,3452,3685
09,"Cape May",2840,"Lower Twp","Total Administrative Costs",1412,1363,1359,1642,1449
09,"Cape May",2840,"Lower Twp","Administration Salaries and Benefits",1128,1118,1118,1359,1190
09,"Cape May",2840,"Lower Twp","Total Operations and Maintenance of Plant",2468,2352,2290,2703,2626
09,"Cape May",2840,"Lower Twp","Operations and Maintenance-Salaries and Benefits",1747,1753,1591,1881,1807
09,"Cape May",2840,"Lower Twp","Board Contribution to Food Services",0,0,0,0,0
09,"Cape May",2840,"Lower Twp","Total Extracurricular Costs",0,0,0,0,0
09,"Cape May",2840,"Lower Twp","Total Equipment Costs",165,117,55,61,246
09,"Cape May",2840,"Lower Twp","Legal Costs",64,46,37,43,34
09,"Cape May",2840,"Lower Twp","Employee Benefits as a percentage of salaries","37.16%","38.03%","43.58%","41.71%","39.58%"
09,"Cape May",3130,"Middle Twp","Total Budgetary Comparative Per Pupil Cost",15099,16164,16316,17391,17300
09,"Cape May",3130,"Middle Twp","Total Classroom Instruction",8328,8930,9235,9566,9599
09,"Cape May",3130,"Middle Twp","Classroom-Salaries and Benefits",7992,8575,8808,9117,9173
09,"Cape May",3130,"Middle Twp","Classroom-General Supplies and Textbooks",256,255,284,300,281
09,"Cape May",3130,"Middle Twp","Classroom-Purchased Services",81,101,144,149,144
09,"Cape May",3130,"Middle Twp","Total Support Services",2281,2460,2597,2678,2849
09,"Cape May",3130,"Middle Twp","Support Services-Salaries and Benefits",2057,2225,2192,2264,2413
09,"Cape May",3130,"Middle Twp","Total Administrative Costs",1554,1643,1667,1808,1808
09,"Cape May",3130,"Middle Twp","Administration Salaries and Benefits",1063,1142,1192,1231,1277
09,"Cape May",3130,"Middle Twp","Total Operations and Maintenance of Plant",2160,2303,1962,2446,2121
09,"Cape May",3130,"Middle Twp","Operations and Maintenance-Salaries and Benefits",894,997,969,988,1097
09,"Cape May",3130,"Middle Twp","Board Contribution to Food Services",5,0,0,0,0
09,"Cape May",3130,"Middle Twp","Total Extracurricular Costs",559,593,609,641,658
09,"Cape May",3130,"Middle Twp","Total Equipment Costs",0,19,219,227,0
09,"Cape May",3130,"Middle Twp","Legal Costs",20,15,38,41,39
09,"Cape May",3130,"Middle Twp","Employee Benefits as a percentage of salaries","30.60%","32.85%","34.18%","33.58%","36.91%"
09,"Cape May",3680,"North Wildwood City","Total Budgetary Comparative Per Pupil Cost",38857,41442,47001,53676,55374
09,"Cape May",3680,"North Wildwood City","Total Classroom Instruction",23068,23346,25159,27854,29563
09,"Cape May",3680,"North Wildwood City","Classroom-Salaries and Benefits",21284,21531,22580,24943,26645
09,"Cape May",3680,"North Wildwood City","Classroom-General Supplies and Textbooks",1135,1048,1893,2033,2004
09,"Cape May",3680,"North Wildwood City","Classroom-Purchased Services",649,767,685,878,914
09,"Cape May",3680,"North Wildwood City","Total Support Services",7469,8231,11491,12768,13150
09,"Cape May",3680,"North Wildwood City","Support Services-Salaries and Benefits",6916,7588,9874,10889,11441
09,"Cape May",3680,"North Wildwood City","Total Administrative Costs",2460,2630,2046,2516,2481
09,"Cape May",3680,"North Wildwood City","Administration Salaries and Benefits",2162,2304,1772,2127,2165
09,"Cape May",3680,"North Wildwood City","Total Operations and Maintenance of Plant",5095,6397,7451,9574,9173
09,"Cape May",3680,"North Wildwood City","Operations and Maintenance-Salaries and Benefits",2862,3378,3785,4234,4827
09,"Cape May",3680,"North Wildwood City","Board Contribution to Food Services",176,185,170,189,196
09,"Cape May",3680,"North Wildwood City","Total Extracurricular Costs",589,652,684,775,812
09,"Cape May",3680,"North Wildwood City","Total Equipment Costs",56,0,0,0,18
09,"Cape May",3680,"North Wildwood City","Legal Costs",44,46,34,48,40
09,"Cape May",3680,"North Wildwood City","Employee Benefits as a percentage of salaries","33.24%","42.08%","37.99%","40.83%","43.98%"
09,"Cape May",3780,"Ocean City","Total Budgetary Comparative Per Pupil Cost",21333,22390,24874,26158,26993
09,"Cape May",3780,"Ocean City","Total Classroom Instruction",12680,13278,14715,15254,15907
09,"Cape May",3780,"Ocean City","Classroom-Salaries and Benefits",12156,12789,13998,14513,15287
09,"Cape May",3780,"Ocean City","Classroom-General Supplies and Textbooks",400,384,487,506,443
09,"Cape May",3780,"Ocean City","Classroom-Purchased Services",123,104,230,234,177
09,"Cape May",3780,"Ocean City","Total Support Services",3063,3337,3738,3912,4029
09,"Cape May",3780,"Ocean City","Support Services-Salaries and Benefits",2405,2657,3132,3250,3420
09,"Cape May",3780,"Ocean City","Total Administrative Costs",1830,2014,2220,2417,2406
09,"Cape May",3780,"Ocean City","Administration Salaries and Benefits",1409,1496,1694,1816,1845
09,"Cape May",3780,"Ocean City","Total Operations and Maintenance of Plant",3027,2976,3364,3703,3761
09,"Cape May",3780,"Ocean City","Operations and Maintenance-Salaries and Benefits",1356,1412,1608,1677,1658
09,"Cape May",3780,"Ocean City","Board Contribution to Food Services",0,55,0,0,0
09,"Cape May",3780,"Ocean City","Total Extracurricular Costs",730,726,828,864,883
09,"Cape May",3780,"Ocean City","Total Equipment Costs",56,113,232,523,150
09,"Cape May",3780,"Ocean City","Legal Costs",73,71,73,64,89
09,"Cape May",3780,"Ocean City","Employee Benefits as a percentage of salaries","25.83%","27.56%","30.70%","30.62%","32.25%"
09,"Cape May",5060,"Stone Harbor Boro","Total Budgetary Comparative Per Pupil Cost",28478,28553,27492,29295,30872
09,"Cape May",5060,"Stone Harbor Boro","Total Classroom Instruction",16792,14965,14530,15361,16286
09,"Cape May",5060,"Stone Harbor Boro","Classroom-Salaries and Benefits",13033,12693,11838,12530,13475
09,"Cape May",5060,"Stone Harbor Boro","Classroom-General Supplies and Textbooks",869,622,894,978,778
09,"Cape May",5060,"Stone Harbor Boro","Classroom-Purchased Services",2890,1651,1798,1853,2033
09,"Cape May",5060,"Stone Harbor Boro","Total Support Services",5599,6242,6131,6399,6638
09,"Cape May",5060,"Stone Harbor Boro","Support Services-Salaries and Benefits",1810,2657,2472,2518,2717
09,"Cape May",5060,"Stone Harbor Boro","Total Administrative Costs",2258,2751,2575,2909,2665
09,"Cape May",5060,"Stone Harbor Boro","Administration Salaries and Benefits",626,792,682,652,707
09,"Cape May",5060,"Stone Harbor Boro","Total Operations and Maintenance of Plant",3555,4281,3986,4340,4940
09,"Cape May",5060,"Stone Harbor Boro","Operations and Maintenance-Salaries and Benefits",1394,1507,1387,1480,1545
09,"Cape May",5060,"Stone Harbor Boro","Board Contribution to Food Services",0,0,0,0,0
09,"Cape May",5060,"Stone Harbor Boro","Total Extracurricular Costs",230,245,212,220,277
09,"Cape May",5060,"Stone Harbor Boro","Total Equipment Costs",3804,75,444,589,0
09,"Cape May",5060,"Stone Harbor Boro","Legal Costs",39,107,106,121,107
09,"Cape May",5060,"Stone Harbor Boro","Employee Benefits as a percentage of salaries","42.14%","37.82%","46.35%","49.02%","48.96%"
09,"Cape May",5340,"Upper Twp","Total Budgetary Comparative Per Pupil Cost",15243,16494,17220,18041,18947
09,"Cape May",5340,"Upper Twp","Total Classroom Instruction",9029,9510,9556,9874,11017
09,"Cape May",5340,"Upper Twp","Classroom-Salaries and Benefits",8656,9134,9107,9314,10763
09,"Cape May",5340,"Upper Twp","Classroom-General Supplies and Textbooks",320,300,329,418,163
09,"Cape May",5340,"Upper Twp","Classroom-Purchased Services",54,76,120,142,91
09,"Cape May",5340,"Upper Twp","Total Support Services",2413,2763,3013,3114,3432
09,"Cape May",5340,"Upper Twp","Support Services-Salaries and Benefits",1855,2069,2154,2215,2394
09,"Cape May",5340,"Upper Twp","Total Administrative Costs",1792,1864,1983,2182,1948
09,"Cape May",5340,"Upper Twp","Administration Salaries and Benefits",1439,1579,1547,1666,1469
09,"Cape May",5340,"Upper Twp","Total Operations and Maintenance of Plant",1897,2172,2553,2750,2422
09,"Cape May",5340,"Upper Twp","Operations and Maintenance-Salaries and Benefits",857,917,1019,1039,1068
09,"Cape May",5340,"Upper Twp","Board Contribution to Food Services",18,85,0,0,0
09,"Cape May",5340,"Upper Twp","Total Extracurricular Costs",71,76,81,87,95
09,"Cape May",5340,"Upper Twp","Total Equipment Costs",10,24,0,53,3
09,"Cape May",5340,"Upper Twp","Legal Costs",65,39,72,83,73
09,"Cape May",5340,"Upper Twp","Employee Benefits as a percentage of salaries","31.25%","33.35%","42.88%","41.88%","42.17%"
09,"Cape May",5610,"West Cape May Boro","Total Budgetary Comparative Per Pupil Cost",20852,22239,23639,29635,28780
09,"Cape May",5610,"West Cape May Boro","Total Classroom Instruction",10266,12023,13080,16401,15988
09,"Cape May",5610,"West Cape May Boro","Classroom-Salaries and Benefits",9618,10378,10060,12609,12501
09,"Cape May",5610,"West Cape May Boro","Classroom-General Supplies and Textbooks",229,699,1340,1679,1699
09,"Cape May",5610,"West Cape May Boro","Classroom-Purchased Services",419,946,1680,2114,1787
